age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Income
41,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,49,United-States,gt50k
33,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,45,United-States,gt50k
33,Private,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,42,United-States,gt50k
21,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,lte50k
59,Local-gov,HS-grad,9,Widowed,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,lte50k
58,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Germany,gt50k
43,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,lte50k
21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,lte50k
45,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,lte50k
53,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,gt50k
41,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,,gt50k
27,Private,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Mexico,lte50k
53,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,,gt50k
38,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,gt50k
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,gt50k
41,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,lte50k
22,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,lte50k
43,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,lte50k
41,State-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,lte50k
27,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,35,United-States,lte50k
41,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,lte50k
36,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,99999,0,45,United-States,gt50k
49,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,gt50k
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,lte50k
58,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,45,United-States,lte50k
35,Self-emp-not-inc,12th,8,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,Trinadad&Tobago,lte50k
30,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,gt50k
21,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,lte50k
29,Private,Assoc-acdm,12,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,45,United-States,lte50k
40,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,lte50k
54,State-gov,Bachelors,13,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,gt50k
35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,gt50k
35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,lte50k
40,Private,Bachelors,13,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,40,,lte50k
59,Private,HS-grad,9,Separated,Sales,Unmarried,Black,Female,0,0,40,United-States,lte50k
43,Self-emp-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,lte50k
39,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,gt50k
51,Private,7th-8th,4,Separated,Machine-op-inspct,Not-in-family,Black,Female,0,0,30,United-States,lte50k
71,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,2964,0,60,United-States,lte50k
33,Private,12th,8,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,lte50k
28,Private,HS-grad,9,Divorced,Other-service,Own-child,Black,Male,0,0,35,United-States,lte50k
30,Private,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Male,0,0,40,United-States,lte50k
20,Private,5th-6th,3,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,0,40,Mexico,lte50k
51,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,lte50k
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,gt50k
62,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,gt50k
37,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,60,,lte50k
28,Private,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,Dominican-Republic,lte50k
23,Private,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,48,South,lte50k
39,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,lte50k
50,Self-emp-inc,Bachelors,13,Widowed,Sales,Unmarried,White,Male,0,0,65,United-States,gt50k
31,Private,7th-8th,4,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,lte50k
45,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,gt50k
23,,Bachelors,13,Never-married,,Own-child,Other,Male,0,0,40,United-States,lte50k
47,Private,10th,6,Widowed,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,lte50k
59,Private,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,18,United-States,lte50k
32,Private,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,lte50k
82,,7th-8th,4,Widowed,,Not-in-family,White,Male,0,0,5,United-States,lte50k
49,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,55,United-States,gt50k
74,Federal-gov,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,0,0,17,United-States,lte50k
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,lte50k
32,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,Greece,lte50k
34,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,gt50k
59,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,gt50k
36,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,gt50k
59,Private,11th,7,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,lte50k
47,Self-emp-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,gt50k
53,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,2002,45,United-States,lte50k
25,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,35,United-States,lte50k
44,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,65,United-States,lte50k
57,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Sales,Wife,White,Female,15024,0,35,United-States,gt50k
42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1902,80,United-States,gt50k
58,Local-gov,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,lte50k
39,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3464,0,40,United-States,lte50k
32,,HS-grad,9,Never-married,,Own-child,Black,Male,0,0,40,United-States,lte50k
45,Private,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,48,United-States,lte50k
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,35,United-States,gt50k
52,,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,lte50k
56,Self-emp-not-inc,1st-4th,2,Separated,Exec-managerial,Not-in-family,White,Male,0,0,25,,lte50k
52,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,lte50k
34,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,35,United-States,lte50k
36,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,lte50k
41,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Poland,lte50k
30,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,Mexico,lte50k
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,40,Puerto-Rico,lte50k
17,,Some-college,10,Never-married,,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,lte50k
34,Private,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,lte50k
41,Private,Some-college,10,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States,lte50k
29,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,lte50k
25,Private,9th,5,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,48,Mexico,lte50k
42,Local-gov,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,lte50k
48,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3103,0,40,United-States,gt50k
26,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,lte50k
64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20051,0,40,,gt50k
46,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,lte50k
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,gt50k
49,State-gov,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,lte50k
23,Private,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,lte50k
46,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,gt50k
30,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,55,United-States,lte50k
49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,gt50k
47,,Assoc-voc,11,Divorced,,Not-in-family,White,Male,0,0,40,United-States,lte50k
44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,,gt50k
31,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,1669,50,United-States,lte50k
19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,lte50k
45,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,38,United-States,lte50k
34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,Peru,gt50k
26,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,lte50k
38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,gt50k
31,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,United-States,lte50k
36,Self-emp-inc,Assoc-acdm,12,Separated,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,lte50k
31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,gt50k
30,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,lte50k
37,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,gt50k
30,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,gt50k
21,,HS-grad,9,Married-civ-spouse,,Wife,Black,Female,0,0,30,United-States,lte50k
73,Private,10th,6,Widowed,Other-service,Not-in-family,White,Female,0,0,10,United-States,lte50k
38,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,gt50k
30,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,lte50k
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,gt50k
52,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,gt50k
58,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,46,United-States,lte50k
34,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,lte50k
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
59,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,gt50k
45,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,lte50k
27,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,lte50k
31,Local-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,Mexico,gt50k
45,Private,Some-college,10,Never-married,Farming-fishing,Other-relative,White,Male,0,0,50,United-States,lte50k
40,Private,HS-grad,9,Separated,Other-service,Other-relative,White,Female,0,0,25,United-States,lte50k
27,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,lte50k
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,lte50k
29,Private,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0,0,25,Mexico,lte50k
34,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,lte50k
32,State-gov,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,lte50k
49,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Cuba,lte50k
33,Private,11th,7,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,gt50k
74,,7th-8th,4,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,lte50k
62,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,gt50k
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,lte50k
43,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,lte50k
22,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,60,United-States,lte50k
24,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,lte50k
76,,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,Canada,gt50k
25,Private,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,lte50k
19,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,28,United-States,lte50k
31,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,41,United-States,lte50k
53,Private,11th,7,Divorced,Craft-repair,Other-relative,White,Female,0,0,40,United-States,lte50k
61,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,lte50k
47,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,El-Salvador,lte50k
37,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,lte50k
50,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,lte50k
27,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,44,United-States,lte50k
58,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,lte50k
43,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,lte50k
39,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,lte50k
36,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,lte50k
56,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,lte50k
26,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,lte50k
23,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,38,United-States,lte50k
47,Private,11th,7,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,lte50k
68,Private,12th,8,Widowed,Sales,Not-in-family,White,Female,0,0,30,United-States,lte50k
47,Local-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,lte50k
45,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,40,Guatemala,gt50k
26,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,lte50k
20,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,1590,40,United-States,lte50k
46,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,lte50k
37,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,gt50k
37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,lte50k
43,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,42,United-States,lte50k
59,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,lte50k
39,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,lte50k
32,Private,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Female,0,1590,54,United-States,lte50k
63,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,16,United-States,lte50k
45,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,gt50k
59,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,lte50k
36,,12th,8,Never-married,,Not-in-family,White,Male,0,0,35,United-States,lte50k
26,Private,HS-grad,9,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,lte50k
34,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,lte50k
